date,AAPL,AMZN,BAC,CVX,GOOGL,HD,JNJ,JPM,KO,MSFT,NVDA,PFE,PG,TSLA,UNH,VZ,WMT,XOM
2024-12-24,258.2,229.05,44.38,143.84,196.11,396.14,145.85,242.31,62.84,439.33,140.22,26.74,168.94,462.28,506.1,39.8,92.68,106.4
2024-12-26,259.02,227.05,44.55,143.98,195.6,395.14,145.58,243.14,62.57,438.11,139.93,26.56,170.16,454.13,511.15,39.96,92.79,106.49
2024-12-27,255.59,223.75,44.34,144.0,192.76,392.86,145.05,241.17,62.45,430.53,137.01,26.62,169.53,431.66,509.99,39.92,91.66,106.48
2024-12-30,252.2,221.3,43.91,143.07,191.24,389.43,143.34,239.32,62.03,424.83,137.49,26.42,167.09,417.41,507.8,39.6,90.57,105.76
2024-12-31,250.42,219.39,43.95,144.84,189.3,388.99,144.62,239.71,62.26,421.5,134.29,26.53,167.65,403.84,505.86,39.99,90.35,107.57
2025-01-02,243.85,220.22,44.29,146.71,189.43,388.46,144.02,240.0,61.84,418.58,138.31,26.61,165.98,379.28,504.51,40.21,90.0,107.31
2025-01-03,243.36,224.19,44.81,147.85,191.79,389.18,144.19,243.28,61.75,423.35,144.47,26.59,165.13,410.44,513.0,40.26,90.78,107.86
2025-01-06,245.0,227.61,45.4,147.26,196.87,389.37,143.66,240.85,60.81,427.85,149.43,26.89,160.6,411.05,513.67,39.61,91.43,107.74
2025-01-07,242.21,222.11,46.08,149.59,195.49,384.23,146.23,243.17,60.84,422.37,140.14,27.13,161.3,394.36,514.25,38.92,90.81,108.75
2025-01-08,242.7,222.13,46.21,150.3,193.95,387.2,142.27,243.13,61.71,424.56,140.11,26.86,162.1,394.94,524.52,38.94,91.8,106.93
2025-01-10,236.85,218.94,45.11,153.14,192.04,389.89,142.06,239.87,61.07,418.95,135.91,26.72,158.56,394.74,520.69,37.81,93.0,106.54
2025-01-13,234.4,218.46,45.06,155.35,191.01,389.18,144.47,244.21,61.65,417.19,133.23,26.8,158.84,403.31,541.14,38.12,91.53,109.29
2025-01-14,233.28,217.76,45.78,156.9,189.66,392.78,144.75,247.47,62.04,415.67,131.76,26.41,159.74,396.36,543.74,38.28,90.79,109.72
2025-01-15,237.87,223.35,47.1,158.33,195.55,406.09,144.97,252.35,61.77,426.31,136.24,26.22,159.65,428.22,543.42,38.18,91.34,111.51
2025-01-16,228.26,220.66,46.64,159.38,192.91,409.33,147.77,254.27,62.25,424.58,133.57,26.49,160.5,413.82,510.59,38.34,91.3,111.32
2025-01-17,229.98,225.94,46.53,161.47,196.0,409.38,147.03,259.16,62.71,429.03,137.71,26.3,161.13,426.5,509.76,38.78,91.94,112.32
2025-01-21,222.64,230.71,46.66,158.24,198.05,418.43,148.15,263.03,62.42,428.5,140.83,26.64,161.72,424.07,524.99,39.02,93.08,111.47
2025-01-22,223.83,235.01,45.79,156.41,198.37,410.1,145.27,262.84,61.78,446.2,147.07,26.01,164.74,415.11,519.72,38.95,93.23,109.53
2025-01-23,223.66,235.42,46.39,156.01,197.98,414.39,146.64,265.95,61.53,446.71,147.22,26.44,166.15,412.38,529.77,39.18,93.81,110.15
2025-01-24,222.78,234.85,46.52,155.65,200.21,414.5,146.82,264.84,61.92,444.06,142.62,26.09,164.12,406.58,532.51,39.54,94.76,108.66
2025-01-27,229.86,235.42,47.09,157.23,191.81,424.87,152.89,265.85,63.87,434.56,118.42,26.86,169.66,397.15,543.52,40.64,97.4,110.17
2025-01-28,238.26,238.15,46.84,156.21,195.3,418.83,150.38,267.14,62.36,447.2,128.99,26.75,166.19,398.09,542.48,40.4,97.29,108.04
2025-01-29,239.36,237.07,46.75,155.69,195.41,413.42,151.15,266.58,62.83,442.33,123.7,26.62,166.23,389.1,538.1,40.28,97.5,108.67
2025-01-30,237.59,234.64,46.72,156.32,200.87,414.5,152.87,268.23,64.05,414.99,124.65,26.91,167.41,400.28,545.57,39.47,98.65,109.57
2025-01-31,236.0,237.68,46.3,149.19,204.02,411.98,152.15,267.3,63.48,415.06,120.07,26.52,165.99,404.6,542.49,39.39,98.16,106.83
2025-02-03,228.01,237.42,46.21,149.34,201.23,408.76,151.87,266.81,63.35,410.92,116.66,26.2,168.76,383.68,548.18,39.98,99.54,107.09
2025-02-04,232.8,242.06,46.71,153.22,206.38,411.49,153.49,267.94,62.67,412.37,118.65,25.87,168.13,392.21,545.45,39.81,100.77,109.96
2025-02-05,232.47,236.17,47.11,152.99,191.33,413.82,154.69,270.43,63.12,413.29,124.83,26.44,169.01,378.17,539.81,40.13,102.46,109.88
2025-02-06,233.22,238.83,47.74,151.9,191.6,414.16,153.51,276.9,63.36,415.82,128.68,25.83,168.88,374.32,530.04,39.94,102.85,108.43
2025-02-07,227.63,229.15,47.4,152.62,185.34,407.37,153.12,275.8,63.84,409.75,129.84,25.74,167.97,361.62,527.03,39.88,101.15,108.89
2025-02-10,227.65,233.14,46.67,155.77,186.47,413.99,154.24,271.04,64.55,412.22,133.57,25.87,167.53,350.73,533.37,39.95,102.92,110.97
2025-02-11,232.62,232.76,46.79,157.44,185.32,416.36,156.13,274.99,67.6,411.44,132.8,25.53,169.43,328.5,533.92,40.49,102.47,111.67
2025-02-12,236.87,228.93,46.21,154.9,183.61,407.14,155.26,275.45,68.71,409.04,131.14,25.47,169.58,336.51,527.4,40.53,103.61,107.35
2025-02-13,241.53,230.37,46.33,155.88,186.14,412.43,157.25,276.32,69.5,410.54,135.29,25.64,171.02,355.94,531.18,41.04,105.05,108.13
2025-02-14,244.6,228.68,46.96,155.34,185.23,409.5,156.15,276.59,68.87,408.43,138.85,25.53,162.89,355.84,523.51,40.99,104.04,108.24
2025-02-18,244.47,226.65,46.53,156.16,183.77,403.31,154.99,279.95,69.05,409.64,139.4,25.56,165.43,354.11,500.73,41.2,103.78,110.14
2025-02-19,244.87,226.63,46.01,157.23,185.27,395.43,157.89,279.25,70.07,414.77,139.23,25.89,166.49,360.56,511.04,42.01,104.0,110.3
2025-02-20,245.83,222.88,45.3,158.79,184.56,394.64,159.68,266.8,70.04,416.13,140.11,25.9,167.21,354.4,502.42,42.49,97.21,112.0
2025-02-21,245.55,216.58,44.81,156.92,179.66,385.3,162.3,264.24,71.35,408.21,134.43,26.3,170.23,337.8,466.42,42.76,94.78,110.69
2025-02-24,247.1,212.71,44.46,157.89,179.25,382.42,163.74,261.34,70.59,404.0,130.28,26.65,170.54,330.53,461.52,43.32,93.67,111.27
2025-02-25,247.04,212.8,43.94,156.42,175.42,393.29,166.09,257.4,71.49,397.9,126.63,26.74,172.65,302.8,470.38,43.71,97.69,109.73
2025-02-26,240.36,214.35,43.94,155.14,172.73,390.48,163.08,258.79,70.8,399.73,131.28,26.42,171.3,290.8,463.59,43.18,96.2,109.46
2025-02-27,237.3,208.74,44.12,156.67,168.5,390.27,163.73,259.05,70.87,392.53,120.15,26.1,171.97,281.95,468.56,43.27,96.79,110.15
2025-02-28,241.84,212.28,46.1,158.62,170.28,396.6,165.02,264.65,71.21,396.99,124.92,26.43,173.84,292.98,474.96,43.1,98.61,111.33
2025-03-03,238.03,205.02,45.56,153.09,167.01,389.69,167.28,260.62,72.32,388.49,114.06,26.25,175.59,284.65,467.05,43.87,97.59,107.76
2025-03-04,235.93,203.8,42.67,152.0,170.92,381.68,165.42,250.25,70.19,388.61,115.99,25.75,173.18,272.04,474.61,42.87,94.97,107.54
2025-03-05,235.74,208.36,42.29,150.81,173.02,386.35,165.12,251.53,70.08,401.02,117.3,25.94,174.61,279.1,475.98,42.84,95.98,105.44
2025-03-06,235.33,200.7,41.46,152.95,172.35,381.73,165.83,246.54,70.46,396.89,110.57,26.24,174.66,263.45,487.72,44.23,94.64,107.62
2025-03-07,239.07,199.25,41.4,156.34,173.86,376.8,166.69,242.28,71.43,393.31,112.69,26.73,175.95,262.67,493.48,46.06,91.72,109.02
2025-03-10,227.48,194.54,39.83,157.57,165.87,374.65,167.7,232.22,71.45,380.16,106.98,26.64,176.26,222.15,480.22,46.49,87.82,111.8
2025-03-11,220.84,196.59,39.61,154.08,164.04,368.16,165.86,229.14,71.04,380.45,108.76,25.99,173.12,230.58,486.04,43.43,87.44,109.16
2025-03-12,216.98,198.89,39.91,152.67,167.11,364.73,162.85,227.9,69.94,383.27,115.74,25.71,168.37,248.09,481.11,42.59,85.2,109.13
2025-03-13,209.68,193.89,39.67,153.61,162.76,347.25,162.99,225.19,69.62,378.77,115.58,25.6,168.59,240.68,481.52,43.71,84.5,108.67
2025-03-14,213.49,197.95,40.89,157.02,165.49,351.31,162.81,232.44,69.16,388.56,121.67,25.72,167.97,249.98,488.65,43.57,85.35,111.9
2025-03-17,214.0,195.74,41.44,158.72,164.29,354.13,162.84,233.93,70.12,388.7,119.53,26.05,169.76,238.01,499.02,43.65,87.46,113.76
2025-03-18,212.69,192.82,41.65,160.81,160.67,349.57,164.25,234.97,69.38,383.52,115.43,26.31,167.71,225.31,503.8,44.23,85.59,113.64
2025-03-19,215.24,195.54,42.21,164.05,163.89,353.42,162.99,239.11,69.28,387.82,117.52,26.21,168.57,235.86,503.2,43.94,86.33,115.41
2025-03-20,214.1,194.95,42.48,164.77,162.8,355.52,163.02,239.01,69.71,386.84,118.53,26.19,167.55,236.26,511.3,43.75,85.81,115.9
2025-03-21,218.27,196.21,42.47,164.75,163.99,351.15,163.63,241.63,68.67,391.26,117.7,26.28,166.69,248.71,516.85,43.99,85.98,115.5
2025-03-24,220.73,203.26,43.07,165.02,167.68,363.77,163.29,248.06,68.95,393.08,121.41,26.14,165.65,278.39,516.5,43.56,87.49,115.8
2025-03-25,223.75,205.71,43.28,165.94,170.56,360.99,161.02,251.13,68.81,395.16,120.69,25.55,162.85,288.14,513.43,43.49,84.76,116.59
2025-03-26,221.53,201.13,42.82,167.97,165.06,362.13,161.72,251.03,70.02,389.97,113.76,25.21,166.58,272.06,518.2,44.18,85.21,118.27
2025-03-27,223.85,201.36,42.56,166.65,162.24,362.73,163.13,248.12,70.74,390.58,111.43,25.01,168.71,273.13,515.72,44.96,85.63,117.89
2025-03-28,217.9,192.72,41.25,166.09,154.33,358.15,163.71,242.85,70.37,378.8,109.67,25.21,168.03,263.55,516.04,44.93,85.15,117.73
2025-03-31,222.13,190.26,41.73,167.29,154.64,366.49,165.84,245.3,71.62,375.39,108.38,25.34,170.42,259.16,523.75,45.36,87.79,118.93
2025-04-01,223.19,192.17,41.49,168.51,157.07,365.52,153.25,243.66,71.87,382.19,110.15,24.54,170.56,268.46,523.12,45.38,88.83,119.04
2025-04-02,223.89,196.01,41.85,166.47,157.04,370.89,155.36,245.82,71.33,382.14,110.42,24.7,169.5,282.76,523.2,44.74,89.76,118.67
2025-04-03,203.19,178.41,37.22,156.12,150.72,355.91,159.82,228.69,73.18,373.11,101.8,24.29,172.39,267.28,540.44,45.62,87.26,112.43
2025-04-04,188.38,171.0,34.39,143.28,145.6,353.9,153.24,210.28,69.93,359.84,94.31,22.97,163.75,239.43,525.05,43.03,83.19,104.34
2025-04-07,181.46,175.26,35.58,140.15,146.75,341.51,150.62,214.44,68.37,357.86,97.64,22.63,160.23,233.29,524.7,42.58,83.83,102.94
2025-04-08,172.42,170.66,35.03,136.93,144.7,335.24,150.0,216.87,68.42,354.56,96.3,21.84,158.39,221.86,553.08,42.17,81.79,100.77
2025-04-09,198.85,191.1,37.15,146.03,158.71,355.39,150.97,234.34,69.95,390.49,114.33,22.49,162.32,272.2,578.5,42.89,89.6,105.8
2025-04-10,190.42,181.22,35.85,134.98,152.82,353.62,148.69,227.11,70.76,381.35,107.57,21.59,163.56,252.4,594.4,42.92,90.61,99.93
2025-04-11,198.15,184.87,35.95,135.63,157.14,353.86,151.73,236.2,71.43,388.45,110.93,21.91,166.91,252.31,599.47,43.73,92.8,103.14
2025-04-14,202.52,182.12,36.67,135.32,159.07,357.2,154.36,234.72,72.45,387.81,110.71,22.12,169.13,252.35,587.06,44.3,94.73,103.39
2025-04-15,202.14,179.59,37.99,134.54,156.31,354.11,153.62,233.13,71.86,385.73,112.2,22.44,168.47,254.11,583.59,44.48,93.97,103.1
2025-04-16,194.27,174.33,37.33,135.36,153.33,345.99,153.91,229.61,71.68,371.61,104.49,22.04,166.39,241.55,585.04,43.61,91.19,104.19
2025-04-17,196.98,172.61,37.41,137.87,151.16,355.06,157.47,231.96,73.0,367.78,101.49,22.14,170.63,241.37,454.11,44.04,93.22,106.92
2025-04-21,193.16,167.32,36.92,133.73,147.67,346.9,156.92,228.99,72.77,359.12,96.91,22.04,165.75,227.5,425.33,42.93,92.41,105.35
2025-04-22,199.74,173.18,38.32,137.3,151.47,354.43,157.75,235.59,73.9,366.82,98.89,22.53,167.88,237.97,427.18,43.19,94.85,108.3
2025-04-23,204.6,180.6,38.75,136.68,155.35,356.42,155.38,240.88,73.3,374.39,102.71,22.39,165.73,250.74,427.96,42.7,94.96,107.37
2025-04-24,208.37,186.54,39.58,139.07,159.28,359.64,154.93,244.64,72.52,387.3,106.43,22.78,159.53,259.51,424.25,42.81,95.84,108.63
2025-04-25,209.28,188.99,39.69,138.73,161.96,357.58,154.58,243.55,71.91,391.85,111.01,22.92,161.02,284.95,418.64,41.91,95.09,108.57
2025-04-28,210.14,187.7,39.78,140.1,160.61,356.92,155.35,243.22,71.79,391.16,108.73,23.05,161.85,285.88,420.0,42.39,95.22,108.63
2025-04-29,211.21,187.39,39.99,139.3,160.16,359.0,155.91,244.62,72.35,394.04,109.02,23.79,162.26,292.03,409.23,42.95,96.04,108.36
2025-04-30,212.5,184.42,39.88,136.06,158.8,360.49,156.31,244.62,72.55,395.26,108.92,24.41,162.57,282.16,411.44,44.06,97.25,105.63
2025-05-01,213.32,190.2,40.17,136.26,161.3,358.3,154.46,246.89,71.29,425.4,111.61,23.93,159.98,280.52,400.68,43.3,97.41,105.78
2025-05-02,205.35,189.98,41.07,138.5,164.03,364.52,156.12,252.51,71.65,435.28,114.5,24.2,160.52,287.21,399.92,43.74,98.75,106.21
2025-05-05,198.89,186.35,41.12,135.5,164.21,361.73,155.0,252.56,71.7,436.17,113.82,23.87,158.83,280.26,404.81,43.54,99.33,103.27
2025-05-06,198.51,185.01,40.84,135.6,163.23,359.38,154.47,249.25,71.72,433.31,113.54,22.88,159.25,275.35,394.51,44.15,98.55,104.71
2025-05-07,196.25,188.71,40.93,135.79,151.38,362.75,157.3,249.39,72.4,433.35,117.06,22.79,159.29,276.22,391.06,43.89,98.83,104.61
2025-05-08,197.49,192.08,41.6,137.04,154.28,364.86,155.66,253.47,71.17,438.17,117.37,22.97,158.65,284.82,385.55,43.61,97.43,106.07
2025-05-09,198.53,193.06,41.79,138.49,152.75,362.71,154.22,253.08,70.52,438.73,116.65,22.28,157.66,298.26,380.64,43.61,96.72,107.31
2025-05-12,210.79,208.64,43.36,141.62,158.46,376.59,154.14,260.05,69.53,449.26,123.0,23.09,160.9,318.38,378.75,43.0,96.75,109.16
2025-05-13,212.93,211.37,44.28,142.35,159.53,373.6,148.44,263.01,68.96,449.14,129.93,22.87,158.73,334.07,311.38,42.65,95.88,109.46
2025-05-14,212.33,210.25,44.74,141.67,165.37,372.81,146.36,265.64,69.16,452.94,135.34,22.02,158.02,347.68,308.01,42.35,96.83,108.48
2025-05-15,211.45,205.17,44.38,142.26,163.96,378.63,149.61,267.49,71.61,453.13,134.83,22.6,162.41,342.82,274.35,43.48,96.35,108.58
2025-05-16,211.26,205.59,44.69,142.1,166.19,380.78,151.33,267.56,72.0,454.27,135.4,22.83,163.28,349.98,291.91,43.99,98.24,108.19
2025-05-19,208.78,206.16,44.77,138.49,166.54,379.38,152.49,264.88,71.93,458.87,135.57,23.0,164.77,342.09,315.89,44.31,98.12,106.47
2025-05-20,206.86,204.07,44.69,137.27,163.98,377.05,153.66,265.68,71.69,458.17,134.38,23.52,165.64,343.82,321.58,44.22,97.8,104.95
2025-05-21,202.09,201.12,43.25,135.56,168.56,370.84,153.18,261.04,71.85,452.57,131.8,23.04,165.43,334.62,302.98,43.75,96.43,103.66
2025-05-22,201.36,203.1,43.31,135.29,170.87,366.13,152.61,260.67,71.14,454.86,132.83,23.04,165.03,341.04,296.67,43.13,95.93,102.97
2025-05-23,195.27,200.99,43.2,136.54,168.47,362.71,152.94,260.71,71.77,450.18,131.29,23.32,165.86,339.34,295.57,43.32,96.34,103.03
2025-05-27,200.21,206.02,44.22,137.83,172.9,370.4,153.25,265.29,71.78,460.69,135.5,23.61,167.76,362.89,295.0,43.5,97.58,103.52
2025-05-28,200.42,204.72,44.06,136.02,172.36,368.06,152.43,263.49,71.15,457.36,134.81,23.18,167.36,356.9,298.11,43.13,97.24,102.11
2025-05-29,199.95,205.7,44.24,137.91,171.86,368.29,153.58,264.37,71.49,458.68,139.19,23.45,168.56,358.43,298.17,43.33,97.1,102.69
2025-05-30,200.85,205.01,44.13,136.7,171.74,368.29,155.21,264.0,72.1,460.36,135.13,23.49,169.89,346.46,301.91,43.96,98.72,102.3
2025-06-02,201.7,206.65,44.08,137.84,169.03,367.96,155.4,264.66,72.0,461.97,137.38,23.46,167.78,342.69,304.72,44.1,99.77,103.05
2025-06-03,203.27,205.71,44.65,139.55,166.18,373.08,154.42,266.27,71.16,462.97,141.22,23.35,166.85,344.27,301.22,43.83,99.98,103.8
2025-06-04,202.82,207.23,44.36,137.37,168.05,372.4,153.22,264.22,71.37,463.87,141.92,23.39,165.95,332.05,300.38,43.24,99.35,102.3
2025-06-05,200.63,207.91,44.38,136.9,168.21,369.28,153.66,261.95,70.91,467.68,139.99,23.12,162.8,284.7,295.84,43.3,97.96,101.83
2025-06-06,203.92,213.57,44.97,140.21,173.68,367.33,155.03,265.73,71.35,470.38,141.72,23.35,164.02,295.14,303.22,43.8,97.47,104.27
2025-06-09,201.45,216.98,44.87,140.76,176.09,365.2,155.23,266.74,71.77,472.75,142.63,23.97,162.56,308.58,303.19,43.65,97.45,104.97
2025-06-10,202.67,217.61,45.09,143.35,178.6,367.91,156.45,268.6,72.35,470.92,143.96,24.3,162.84,326.09,303.79,44.13,97.32,107.22
2025-06-11,198.78,213.2,44.73,144.78,177.35,360.46,155.26,268.15,72.07,472.62,142.83,24.48,162.11,326.43,310.56,43.74,95.8,109.31
2025-06-12,199.2,213.24,44.62,144.97,175.7,363.16,156.66,268.24,72.24,478.87,145.0,24.84,163.18,319.11,318.5,43.16,94.83,109.73
2025-06-13,196.45,212.1,44.09,145.91,174.67,354.66,157.1,264.95,71.02,474.96,141.97,24.54,160.28,325.31,313.53,43.01,94.44,112.12
2025-06-16,198.42,216.1,44.41,146.03,176.77,353.56,155.22,270.36,70.52,479.14,144.69,24.4,160.88,329.13,307.66,42.5,94.29,112.48
2025-06-17,195.64,214.82,44.23,148.85,175.95,348.78,152.38,269.52,69.62,478.04,144.12,24.0,158.52,316.35,308.87,41.85,94.25,114.0
2025-06-18,196.58,212.52,45.06,148.19,173.32,347.03,150.73,273.96,69.21,480.24,145.48,23.88,158.02,322.05,307.2,41.67,95.09,113.19
2025-06-20,201.0,209.69,45.5,149.55,166.64,349.62,149.79,275.0,68.84,477.4,143.85,23.97,159.08,322.16,302.01,41.7,96.12,114.7
2025-06-23,201.5,208.47,46.3,146.86,165.19,356.96,151.32,278.27,69.74,486.0,144.17,24.03,161.03,348.68,300.68,42.36,97.87,111.74
2025-06-24,200.3,212.77,46.66,143.55,166.77,360.42,152.19,281.26,70.21,490.11,147.9,24.31,160.36,340.47,305.62,42.63,98.0,108.34
2025-06-25,201.56,211.99,46.85,143.23,170.68,361.86,152.28,284.06,69.63,492.27,154.31,24.26,158.97,327.55,302.02,42.12,97.26,108.37
2025-06-26,201.0,217.12,47.46,144.44,173.54,363.5,152.01,288.75,69.47,497.45,155.02,24.24,158.63,325.78,302.62,42.1,96.02,109.99
2025-06-27,201.08,223.3,47.12,143.79,178.53,368.74,152.41,287.11,70.33,495.94,157.75,24.19,159.86,323.63,309.11,42.31,97.27,109.38
2025-06-30,205.17,219.39,47.32,143.19,176.23,366.64,152.75,289.91,70.75,497.41,157.99,24.24,159.32,317.66,311.97,43.27,97.78,107.8
2025-07-01,207.82,220.46,48.15,145.57,175.84,373.16,155.92,290.41,71.67,492.05,153.3,25.04,161.22,300.71,326.14,43.68,98.24,109.24
2025-07-02,212.44,219.92,48.71,147.98,178.64,371.85,155.56,292.0,70.91,491.09,157.25,25.32,161.2,315.65,307.56,43.59,97.61,111.05
2025-07-03,213.55,223.41,48.93,148.37,179.53,371.68,156.01,296.0,71.35,498.84,159.34,25.38,160.83,315.35,308.55,43.55,98.36,112.2
2025-07-07,209.95,223.47,48.66,147.4,176.79,367.64,155.27,291.97,71.01,497.72,158.24,25.24,160.5,293.94,303.71,42.8,99.35,111.11
2025-07-08,210.01,219.36,47.15,153.24,174.36,367.5,155.79,282.78,70.24,496.62,160.0,25.62,157.89,297.81,307.7,43.06,97.09,114.19
2025-07-09,208.8,222.2899,46.97,152.96,178.07,366.4356,155.58,283.4,69.53,502.74,162.969,25.53,157.37,295.715,299.88,42.75,96.83,113.6
